158.039372483062,-285.0
161.7164775032111,-285.0
165.4118959958217,-285.0
168.61597740285814,-284.0
172.85631361807773,-285.0
177.12961602354756,-286.0
179.8345933183055,-285.0
184.1481691079367,-285.0
187.9435763620734,-285.0
191.75364112800395,-285.0
196.1433510439502,-286.0
199.98929774025356,-286.0
203.84822010237255,-285.0
208.30828006572523,-286.0
213.3915219581943,-287.0
217.30930185003163,-287.0
221.84881689576682,-287.0
226.41354244849356,-287.0
230.3765792325395,-286.0
235.61511464253047,-287.0
240.2506018906015,-287.0
244.9080324517943,-287.0
249.58691773449635,-287.0
254.94841792456063,-288.0
259.6746864537049,-288.0
265.09615428048056,-288.0
270.549512432752,-289.0
274.6538909601043,-288.0
280.8516396030347,-289.0
286.3885826272733,-289.0
291.2431828708932,-288.0
298.26273683125294,-289.0
304.61119781848475,-290.0
310.26752158687907,-290.0
315.21146045406437,-289.0
321.6511298227867,-289.0
328.8746295339682,-290.0
335.3883797757781,-290.0
341.93424435480154,-291.0
348.5108193000332,-290.0
356.66404181238994,-292.0
364.8694013587806,-293.0
370.7683322751863,-292.0
377.4723956688346,-291.0
386.59166013369986,-292.0
394.1623224044895,-292.0
401.76539885486324,-292.0
411.027033536873,-293.0
421.97871757243666,-295.0
431.3514376150883,-295.0
438.2810550239576,-294.0
449.4006413967157,-295.0
460.584172560208,-296.0
465.9100042356314,-294.0
480.58072685503123,-297.0
491.07026415712687,-297.0
499.0227251397912,-295.0
511.3143551542675,-296.0
525.4042053061725,-297.0
539.5685096738113,-299.0
551.1666669184125,-298.0
568.1067007136925,-301.0
563.827808227816,-292.0
565.674262167925,-286.0
580.0121507861473,-286.0
595.3076023579212,-287.0
600.7134591167354,-282.0
606.9983962611029,-278.0
605.9597341483944,-271.0
607.5852465977255,-265.0
614.669639939856,-261.0
625.431480597154,-259.0
626.0009018533997,-252.0
624.6384201858415,-245.0
618.5207481804607,-235.0
611.3492201438123,-226.0
600.2936849523114,-216.0
605.1436122982458,-211.0
608.0638983039566,-205.0
610.9357115400329,-200.0
614.7118604393687,-195.0
616.5326986442238,-189.0
619.2568440556133,-183.0
629.6210457926356,-180.0
634.1928244586779,-175.0
636.7904386786253,-169.0
633.523681665269,-162.0
629.2057872573533,-154.0
631.6169103485518,-149.0
635.9264526722413,-143.0
640.1916514909698,-138.0
643.4321169958629,-132.0
648.5851213747279,-127.0
653.6945932456015,-122.0
656.7901049790188,-116.0
659.8334020826044,-110.0
662.8238092667548,-104.0
668.7285378532359,-98.0
671.6154331977185,-92.0
677.4229217291137,-87.0
682.1887831737578,-81.0
684.9144028566218,-74.0
689.5729175026537,-68.0
704.1366744236938,-63.0
104.989221200121,-1.0
104.99875669251132,0.0
104.99889083610836,0.0
104.98962360538248,1.0
104.9709548961623,2.0
104.9428882613986,3.0
104.90542338559908,4.0
104.85856480109561,5.0
104.80231977466848,6.0
104.7366876740768,7.0
104.66168099014794,8.0
